0.47580600000000006,0.7307020000000001,1.0
0.791475,0.749269,1.0
0.496544,0.42193,1.0
0.8398620000000001,0.499123,0.0
0.540323,0.439474,1.0
0.616359,0.739035,0.0
0.660138,0.7404970000000001,0.0
0.968894,0.565789,1.0
0.192396,0.880848,1.0
0.692396,0.88231,1.0
0.517281,0.43596499999999994,1.0
0.266129,0.641228,0.0
0.43202799999999997,0.855994,1.0
0.60023,0.940789,1.0
0.33755799999999997,0.585088,0.0
0.733871,0.439474,0.0
0.528802,0.486842,1.0
0.637097,0.607456,1.0
0.10023,0.670322,1.0
0.137097,0.760965,1.0
0.558756,0.6673979999999999,0.0
0.554147,0.47631599999999996,1.0
0.157834,0.425439,1.0
0.798387,0.502632,0.0
0.680876,0.695175,0.0
0.690092,0.703947,0.0
0.671659,0.9554090000000001,1.0
0.144009,0.642544,1.0
0.8997700000000001,0.629386,0.0
0.644009,0.686404,0.0
0.547235,0.510965,1.0
0.148618,0.673246,1.0
0.521889,0.927632,1.0
0.809908,0.836988,1.0
0.641705,0.5358189999999999,1.0
0.593318,0.674708,0.0
0.729263,0.692251,0.0
0.9274190000000001,0.407895,1.0
0.148618,0.741959,1.0
0.934332,0.43596499999999994,1.0
0.164747,0.546053,1.0
0.351382,0.934942,1.0
0.47811099999999995,0.786842,1.0
0.60023,0.813596,0.0
0.353687,0.471053,0.0
0.8006909999999999,0.8662280000000001,1.0
0.233871,0.861842,1.0
0.43663599999999997,0.753509,1.0
0.118664,0.8399120000000001,1.0
0.38824899999999996,0.822368,0.0
0.293779,0.810673,0.0
0.480415,0.614766,0.0
0.0564516,0.684942,1.0
0.75,0.951023,1.0
0.266129,0.706871,0.0
0.17165899999999998,0.529971,1.0
0.137097,0.712719,1.0
0.517281,0.46228100000000005,1.0
0.49884799999999996,0.945175,1.0
0.701613,0.510965,1.0
0.855991,0.689327,0.0
0.851382,0.7858189999999999,1.0
0.298387,0.9554090000000001,1.0
0.782258,0.763889,1.0
0.567972,0.927632,1.0
0.662442,0.56652,1.0
0.47350200000000003,0.416667,1.0
0.48732700000000007,0.6673979999999999,0.0
0.697005,0.465789,0.0
0.12788,0.630848,1.0
0.48963100000000004,0.418421,1.0
0.22235,0.8603799999999999,1.0
0.457373,0.411404,1.0
0.293779,0.679094,0.0
0.118664,0.48859600000000003,1.0
0.77765,0.6410819999999999,0.0
0.480415,0.642544,0.0
0.775346,0.428947,0.0
0.41359399999999996,0.7887430000000001,0.0
0.697005,0.9554090000000001,1.0
0.47811099999999995,0.772807,1.0
0.434332,0.93348,1.0
0.247696,0.806287,0.0
0.779954,0.8720760000000001,1.0
0.41359399999999996,0.901316,1.0
0.6877880000000001,0.748246,0.0
0.60023,0.940789,1.0
0.68318,0.7054090000000001,0.0
0.959677,0.557018,1.0
0.738479,0.850146,1.0
0.309908,0.774123,0.0
0.25921700000000003,0.681579,0.0
0.3053,0.854532,0.0
0.855991,0.8399120000000001,1.0
0.261521,0.778509,0.0
0.9896309999999999,0.425439,1.0
0.48732700000000007,0.458772,1.0
0.144009,0.8896200000000001,1.0
0.20161300000000001,0.622368,1.0
0.107143,0.699561,1.0
0.501152,0.8633040000000001,1.0
0.0864055,0.7404970000000001,1.0
0.920507,0.8267540000000001,1.0
0.9481569999999999,0.46929799999999994,1.0
0.8306450000000001,0.532895,0.0
0.093318,0.585526,1.0
0.169355,0.626462,1.0
0.41129,0.888158,1.0
0.544931,0.9290940000000001,1.0
0.8490780000000001,0.6440060000000001,0.0
0.06797239999999999,0.8267540000000001,1.0
0.549539,0.692251,0.0
0.22235,0.5425439999999999,1.0
0.538018,0.9627190000000001,1.0
0.47350200000000003,0.874561,1.0
0.18548399999999998,0.58845,1.0
0.192396,0.540497,1.0
0.254608,0.6657890000000001,0.0
0.644009,0.58845,1.0
0.351382,0.8633040000000001,0.0
0.39055300000000004,0.563596,0.0
0.96659,0.822368,1.0
0.150922,0.8472219999999999,1.0
0.8398620000000001,0.52193,0.0
0.37212,0.9885959999999999,1.0
0.335253,0.8209059999999999,0.0
0.381336,0.45526300000000003,0.0
0.729263,0.8896200000000001,1.0
0.422811,0.611842,0.0
0.579493,0.7375729999999999,0.0
0.510369,0.504386,1.0
0.648618,0.43771899999999997,0.0
